order_id,restaurant_type,order_size,distance_km,traffic_level,weather,prep_time_min,delivery_time_min
7048,Casual Dining,7,14.09,High,Clear,24,95.1
7049,Casual Dining,2,0.69,High,Clear,11,45.4
7050,Fast Food,3,11.03,Low,Clear,8,57.9
7051,Street Food,1,6.03,Low,Stormy,5,50.7
7052,Fast Food,1,8.08,High,Clear,11,63.8
7053,Casual Dining,7,4.73,High,Clear,26,77.9
7054,Casual Dining,2,5.16,Low,Rainy,34,73.9
7055,Street Food,2,0.72,High,Clear,13,50.5
7056,Cafe,4,11.08,Low,Clear,31,74.3
7057,Cafe,5,10.81,Medium,Snowy,27,101.1
7058,Street Food,7,9.99,Low,Rainy,16,75.7
7059,Street Food,3,13.23,High,Clear,17,86.4
7060,Fast Food,5,13.57,Medium,Clear,37,84.4
7061,Street Food,3,8.57,Low,Clear,19,61.5
7062,Cafe,1,10.43,Medium,Clear,20,82.7
7063,Street Food,6,0.66,Low,Clear,38,66.9
7064,Fast Food,6,12.77,Low,Clear,13,58.0
7065,Fast Food,7,12.34,Medium,Clear,31,100.2
7066,Fast Food,2,0.79,Medium,Clear,19,41.5
7067,Fast Food,2,8.37,Low,Clear,39,77.1
7068,Fine Dining,1,13.65,Medium,Rainy,38,103.3
7069,Street Food,1,3.13,Medium,Stormy,34,79.3
7070,Casual Dining,3,5.61,Medium,Clear,27,50.8
7071,Street Food,1,5.3,Low,Clear,13,47.2
7072,Fine Dining,7,5.66,Low,Rainy,36,87.5
7073,Fast Food,3,1.11,Low,Rainy,39,67.1
7074,Fine Dining,5,4.55,Low,Clear,36,58.0
7075,Cafe,2,4.78,Medium,Rainy,20,54.0
7076,Cafe,2,13.06,High,Clear,36,97.2
7077,Street Food,6,5.61,Low,Rainy,29,67.4
7078,Street Food,6,6.98,Medium,Rainy,34,77.6
7079,Casual Dining,7,6.02,Low,Rainy,39,88.1
7080,Casual Dining,2,2.25,Low,Stormy,12,41.2
7081,Cafe,7,14.86,Medium,Clear,29,97.0
7082,Fast Food,5,12.47,Medium,Clear,22,87.2
7083,Fine Dining,5,8.34,High,Clear,14,68.2
7084,Casual Dining,4,7.41,Medium,Clear,5,60.4
7085,Casual Dining,3,9.91,Low,Rainy,8,58.6
7086,Fast Food,6,5.23,Medium,Rainy,30,78.4
7087,Fast Food,3,1.23,High,Rainy,15,55.6
7088,Street Food,6,6.36,Medium,Clear,19,68.0
7089,Fine Dining,4,14.77,High,Rainy,36,123.1
7090,Fast Food,2,3.14,Low,Clear,19,45.5
7091,Casual Dining,7,8.15,High,Clear,32,89.5
7092,Casual Dining,3,0.62,Low,Clear,27,50.7
7093,Cafe,6,2.27,Medium,Clear,7,32.8
7094,Fast Food,3,9.01,Medium,Stormy,36,99.6
7095,Street Food,2,4.81,Low,Clear,24,50.4
7096,Fine Dining,7,13.63,High,Clear,18,86.3
7097,Street Food,1,6.39,Low,Rainy,39,83.0
7098,Casual Dining,6,3.52,Low,Clear,13,45.3
7099,Street Food,1,8.41,High,Clear,28,75.7
7100,Casual Dining,4,12.03,Low,Clear,8,71.0
7101,Casual Dining,7,0.78,Low,Clear,16,42.4
7102,Casual Dining,5,7.83,Medium,Clear,28,77.2
7103,Casual Dining,3,11.71,Medium,Stormy,5,71.1
7104,Casual Dining,6,2.0,High,Stormy,18,60.6
7105,Cafe,3,13.59,Medium,Clear,35,96.3
7106,Street Food,4,4.34,High,Clear,14,63.1
7107,Cafe,4,2.97,High,Rainy,37,86.1
7108,Cafe,3,9.04,Medium,Rainy,39,96.9
7109,Fast Food,6,3.04,Low,Stormy,22,72.0
7110,Fast Food,7,10.36,Medium,Rainy,29,95.1
7111,Fast Food,2,7.61,Low,Snowy,16,72.3
7112,Fine Dining,7,2.09,Low,Stormy,32,76.4
7113,Fast Food,2,13.73,Medium,Stormy,13,84.3
7114,Street Food,5,10.26,High,Clear,28,97.5
7115,Cafe,7,8.42,Medium,Clear,24,78.4
7116,Street Food,3,5.93,Low,Rainy,30,73.3
7117,Fast Food,3,2.46,Medium,Clear,9,40.2
7118,Fine Dining,6,10.76,Low,Clear,31,78.6
7119,Fine Dining,3,12.3,Low,Stormy,32,94.7
7120,Cafe,6,2.32,Medium,Clear,11,41.6
7121,Street Food,3,7.67,Low,Clear,23,62.0
7122,Casual Dining,4,7.53,Low,Clear,26,62.6
7123,Street Food,1,5.57,High,Clear,22,64.1
7124,Fast Food,3,11.95,Medium,Rainy,19,90.7
7125,Casual Dining,1,1.94,Low,Stormy,37,78.1
7126,Fine Dining,2,3.47,Medium,Rainy,9,36.8
7127,Cafe,5,0.52,Low,Clear,9,24.3
7128,Cafe,7,5.91,High,Clear,11,56.4
7129,Fine Dining,7,4.72,Low,Clear,6,44.5
7130,Fast Food,2,13.07,High,Clear,34,113.8
7131,Fine Dining,3,11.31,High,Rainy,15,90.4
7132,Fast Food,7,1.72,Medium,Clear,37,73.6
7133,Casual Dining,6,11.24,Low,Clear,13,73.9
7134,Fine Dining,2,10.29,High,Clear,15,79.0
7135,Fast Food,4,4.59,Low,Clear,16,47.2
7136,Casual Dining,1,0.72,Low,Rainy,14,35.1
7137,Fine Dining,6,2.17,Low,Clear,15,40.3
7138,Cafe,7,4.12,Medium,Clear,37,80.3
7139,Fine Dining,6,12.34,Low,Clear,24,84.5
7140,Street Food,3,7.25,High,Clear,9,61.2
7141,Fine Dining,4,13.82,Low,Clear,28,88.6
7142,Street Food,1,11.94,High,Rainy,36,105.4
7143,Casual Dining,4,4.66,Low,Rainy,35,81.3
7144,Fine Dining,2,12.76,Low,Clear,18,75.6
7145,Casual Dining,3,2.19,Low,Clear,23,39.8
7146,Casual Dining,6,1.02,High,Stormy,28,74.7
7147,Fast Food,6,9.32,Low,Rainy,36,93.1
7148,Casual Dining,2,5.46,Medium,Clear,16,53.3
7149,Casual Dining,6,5.28,Low,Clear,25,53.4
7150,Fine Dining,5,10.46,High,Clear,29,90.0
7151,Fine Dining,3,12.83,Low,Rainy,18,78.3
7152,Cafe,2,5.17,Low,Stormy,12,63.6
7153,Fast Food,3,5.21,Medium,Rainy,33,74.9
7154,Casual Dining,1,8.24,Low,Clear,29,57.9
7155,Fast Food,3,9.97,Medium,Rainy,27,88.0
7156,Street Food,3,3.44,Low,Stormy,16,59.5
7157,Casual Dining,1,13.73,Medium,Clear,16,74.1
7158,Fast Food,2,9.99,Medium,Stormy,22,92.1
7159,Cafe,3,9.56,Low,Rainy,23,75.4
7160,Cafe,4,13.61,Medium,Clear,39,101.9
7161,Casual Dining,3,13.66,Low,Clear,31,79.7
7162,Street Food,2,2.47,Medium,Clear,7,39.6
7163,Cafe,6,2.6,Medium,Rainy,17,61.5
7164,Cafe,7,11.55,High,Clear,23,98.3
7165,Street Food,1,14.37,Low,Clear,39,104.0
7166,Fast Food,6,10.16,Medium,Clear,19,66.3
7167,Cafe,2,6.46,Low,Stormy,20,74.7
7168,Fine Dining,5,10.41,Medium,Clear,39,106.0
7169,Cafe,7,3.82,Medium,Clear,9,47.2
7170,Fast Food,6,14.97,Low,Clear,11,63.9
7171,Fast Food,3,6.75,Medium,Clear,25,68.6
7172,Casual Dining,7,14.01,Medium,Stormy,5,88.3
7173,Fine Dining,3,6.75,Medium,Clear,29,83.6
7174,Fast Food,1,13.96,Low,Clear,34,89.3
7175,Street Food,3,5.37,Low,Clear,23,46.8
7176,Fine Dining,7,11.53,Low,Clear,28,87.4
7177,Fine Dining,4,14.29,Low,Clear,19,84.0
7178,Street Food,4,9.87,Low,Clear,39,82.7
7179,Cafe,6,10.32,Medium,Clear,28,88.2
7180,Street Food,2,1.99,Medium,Stormy,18,57.9
7181,Street Food,1,7.38,Low,Rainy,26,62.3
7182,Cafe,5,13.36,Medium,Snowy,12,98.1
7183,Cafe,6,3.99,High,Clear,20,70.2
7184,Cafe,2,11.93,Low,Clear,21,69.5
7185,Cafe,1,10.3,Low,Rainy,9,56.6
7186,Cafe,7,3.73,Medium,Clear,39,71.8
7187,Street Food,1,4.6,Low,Rainy,22,41.8
7188,Casual Dining,7,6.7,Medium,Clear,25,74.9
7189,Casual Dining,6,2.31,Low,Clear,5,34.4
7190,Fast Food,2,13.74,Low,Rainy,21,85.1
7191,Casual Dining,2,11.22,Low,Clear,12,63.3
7192,Casual Dining,3,5.79,Low,Rainy,33,77.6
7193,Street Food,5,4.85,Low,Stormy,24,63.2
7194,Cafe,4,10.5,Low,Clear,9,55.3
7195,Cafe,3,6.65,Low,Clear,14,44.2
7196,Street Food,1,3.83,Medium,Rainy,10,42.4
7197,Casual Dining,5,6.74,Low,Clear,11,50.4
7198,Street Food,5,13.13,High,Clear,39,110.1
7199,Fast Food,2,1.49,Low,Clear,31,55.9
7200,Cafe,5,5.84,Low,Rainy,25,55.0
7201,Fine Dining,6,14.45,Low,Rainy,28,88.6
7202,Fast Food,5,0.72,Medium,Snowy,33,75.2
7203,Fast Food,1,13.41,Medium,Stormy,31,87.6
7204,Street Food,6,5.94,Low,Snowy,6,70.5
7205,Casual Dining,6,3.25,Low,Clear,29,56.7
7206,Cafe,3,0.72,High,Clear,6,42.4
7207,Fine Dining,5,1.52,High,Clear,22,51.6
7208,Fast Food,2,2.99,Low,Rainy,11,37.0
7209,Fine Dining,7,0.87,Medium,Clear,8,43.4
7210,Casual Dining,3,5.37,Medium,Rainy,14,54.6
7211,Casual Dining,2,1.15,Low,Stormy,32,54.8
7212,Fine Dining,5,10.54,Medium,Clear,34,96.0
7213,Cafe,3,12.37,Medium,Clear,28,81.1
7214,Casual Dining,5,13.37,Medium,Clear,20,96.3
7215,Fine Dining,1,8.46,High,Snowy,37,112.5
7216,Fast Food,3,14.22,Medium,Clear,14,65.7
7217,Fine Dining,2,0.58,Low,Snowy,25,53.8
7218,Fine Dining,1,2.44,Low,Snowy,31,84.3
7219,Street Food,4,4.75,Medium,Clear,25,60.6
7220,Casual Dining,2,11.94,Low,Stormy,31,92.5
7221,Cafe,7,13.34,Medium,Clear,36,96.1
7222,Cafe,5,9.46,Low,Clear,9,45.6
7223,Street Food,2,6.06,Low,Clear,39,74.8
7224,Cafe,4,10.15,High,Stormy,26,106.1
7225,Fine Dining,2,3.12,High,Clear,14,45.2
7226,Street Food,1,7.14,Medium,Clear,38,74.9
7227,Fast Food,6,7.86,Medium,Rainy,10,61.6
7228,Casual Dining,2,2.02,Medium,Clear,18,43.3
7229,Casual Dining,3,0.99,Medium,Clear,23,50.1
7230,Casual Dining,7,11.38,Low,Snowy,36,129.1
7231,Fine Dining,4,8.25,Medium,Clear,24,73.9
7232,Fast Food,2,5.32,Medium,Clear,25,56.6
7233,Street Food,4,6.84,Low,Clear,19,64.0
7234,Street Food,6,14.39,Low,Rainy,21,89.1
7235,Casual Dining,1,6.08,Medium,Clear,28,56.1
7236,Fast Food,3,2.0,Low,Clear,25,41.9
7237,Fast Food,5,7.22,Low,Stormy,19,75.9
7238,Fast Food,2,9.9,Low,Clear,15,56.0
7239,Cafe,1,0.68,Low,Rainy,34,55.2
7240,Cafe,4,5.32,High,Stormy,22,98.0
7241,Casual Dining,6,6.21,Medium,Clear,32,73.9
7242,Fast Food,7,7.22,High,Clear,17,63.6
7243,Fast Food,4,4.87,Medium,Clear,14,47.6
7244,Street Food,7,10.17,Medium,Rainy,16,71.8
7245,Street Food,6,14.2,Medium,Clear,30,95.9
7246,Casual Dining,7,13.75,Low,Rainy,23,94.0
7247,Fast Food,6,10.13,Medium,Clear,27,76.4
7248,Casual Dining,1,7.85,Medium,Clear,31,72.3
7249,Street Food,2,12.47,High,Clear,20,81.5
7250,Street Food,5,12.62,High,Clear,11,76.6
7251,Cafe,2,12.53,Low,Clear,17,85.4
7252,Casual Dining,3,2.79,Low,Clear,16,38.1
7253,Casual Dining,2,0.87,Medium,Rainy,31,61.5
7254,Fast Food,6,14.76,Low,Clear,37,103.1
7255,Fast Food,6,14.41,Low,Stormy,35,114.6
7256,Cafe,3,8.68,Low,Clear,15,73.2
7257,Fine Dining,4,14.9,Low,Clear,21,81.8
7258,Fine Dining,6,11.67,Medium,Stormy,6,82.3
7259,Fine Dining,3,8.0,Medium,Clear,7,48.0
7260,Casual Dining,6,6.15,High,Clear,38,87.8
7261,Casual Dining,5,9.1,Low,Clear,36,79.7
7262,Street Food,6,7.98,Low,Clear,28,78.6
7263,Casual Dining,1,14.91,Medium,Rainy,28,110.3
7264,Casual Dining,3,7.61,Low,Clear,17,52.4
7265,Casual Dining,7,12.62,High,Clear,26,103.0
7266,Cafe,2,12.3,Low,Rainy,23,67.2
7267,Casual Dining,3,1.54,High,Clear,34,73.8
7268,Fast Food,4,1.76,Medium,Rainy,25,57.7
7269,Fast Food,6,10.07,High,Clear,27,84.7
7270,Street Food,3,4.26,Medium,Clear,20,52.6
7271,Cafe,5,10.03,High,Snowy,11,98.2
7272,Fast Food,3,2.6,Medium,Clear,24,58.3
7273,Cafe,5,6.26,Medium,Rainy,18,70.9
7274,Cafe,6,1.99,Medium,Rainy,30,53.6
7275,Street Food,2,4.59,Medium,Clear,26,52.0
7276,Cafe,6,1.78,High,Clear,30,64.8
7277,Casual Dining,4,14.57,Low,Clear,16,76.3
7278,Cafe,1,6.23,Low,Rainy,35,82.3
7279,Street Food,2,13.57,Low,Snowy,8,84.6
7280,Street Food,2,14.58,Low,Clear,31,93.6
7281,Street Food,1,13.69,High,Clear,13,82.6
7282,Fast Food,3,7.1,Low,Clear,16,54.9
7283,Casual Dining,6,11.79,Medium,Clear,33,104.7
7284,Fast Food,3,2.73,Medium,Rainy,32,69.9
7285,Fine Dining,3,1.88,High,Rainy,20,63.2
7286,Casual Dining,6,13.22,Medium,Clear,12,85.2
7287,Cafe,4,0.95,Low,Clear,17,31.7
7288,Street Food,2,14.6,High,Clear,18,93.1
7289,Fine Dining,5,10.25,Low,Clear,19,75.7
7290,Casual Dining,1,6.58,Medium,Rainy,13,60.3
7291,Fast Food,2,2.55,Low,Clear,36,55.4
7292,Street Food,3,10.99,Low,Clear,26,65.5
7293,Fast Food,1,8.67,High,Clear,29,84.5
7294,Casual Dining,5,10.81,Medium,Clear,30,76.9
7295,Casual Dining,2,6.56,Low,Clear,33,73.4
7296,Fine Dining,2,1.46,Medium,Stormy,22,63.9
7297,Cafe,4,5.07,Medium,Snowy,24,92.5
7298,Fast Food,2,5.07,Low,Clear,37,72.1
7299,Fine Dining,2,0.63,Medium,Clear,24,53.6
7300,Street Food,5,0.64,Medium,Stormy,7,46.3
7301,Cafe,5,5.3,High,Snowy,38,104.2
7302,Fine Dining,1,11.05,Medium,Rainy,10,78.2
7303,Fast Food,3,9.55,Medium,Clear,35,86.8
7304,Casual Dining,5,3.97,Medium,Clear,39,69.7
7305,Street Food,1,9.24,Low,Clear,36,86.6
7306,Fast Food,2,9.89,Medium,Clear,13,65.9
7307,Cafe,1,8.08,High,Clear,31,83.7
7308,Cafe,1,8.06,Low,Snowy,28,85.1
7309,Casual Dining,1,5.86,Low,Rainy,26,57.4
7310,Casual Dining,6,2.29,Medium,Clear,34,57.2
7311,Street Food,1,6.09,Low,Clear,30,58.4
7312,Street Food,5,5.51,High,Clear,6,55.8
7313,Casual Dining,7,9.08,Low,Rainy,11,63.3
7314,Casual Dining,7,12.92,Medium,Clear,31,93.3
7315,Cafe,7,5.94,Low,Clear,20,61.4
7316,Casual Dining,7,10.79,Low,Clear,33,90.2
7317,Fine Dining,6,12.27,High,Rainy,25,105.5
7318,Fast Food,3,3.57,Medium,Clear,30,53.8
7319,Casual Dining,1,13.57,Low,Clear,22,82.1
7320,Street Food,4,1.52,Low,Rainy,5,22.6
7321,Fine Dining,7,13.57,Low,Rainy,6,67.8
7322,Street Food,2,2.87,Low,Clear,18,48.7
7323,Fine Dining,7,5.39,Medium,Snowy,19,82.0
7324,Casual Dining,7,9.28,Medium,Clear,28,83.6
7325,Fast Food,2,13.63,Low,Clear,29,78.4
7326,Street Food,6,4.21,Low,Stormy,13,64.7
7327,Fine Dining,2,11.57,Medium,Stormy,19,99.0
7328,Cafe,2,10.8,Low,Clear,10,61.9
7329,Casual Dining,6,2.82,Medium,Stormy,16,65.5
7330,Fast Food,2,7.45,Medium,Clear,31,60.5
7331,Casual Dining,1,7.48,Low,Rainy,11,54.1
7332,Cafe,7,4.92,Low,Clear,32,76.2
7333,Fast Food,3,11.81,Low,Clear,16,67.0
7334,Cafe,6,13.93,Medium,Clear,39,109.7
7335,Casual Dining,4,10.89,Medium,Stormy,6,71.7
7336,Fine Dining,6,14.61,Medium,Rainy,30,106.9
7337,Casual Dining,5,1.23,High,Snowy,24,81.6
7338,Casual Dining,4,1.04,Medium,Clear,29,41.2
7339,Casual Dining,5,13.46,Medium,Clear,25,87.5
7340,Street Food,6,13.52,Low,Clear,5,64.0
7341,Cafe,5,2.05,Low,Clear,32,61.4
7342,Cafe,4,5.68,Low,Clear,17,61.9
7343,Cafe,1,12.61,Medium,Rainy,34,93.3
7344,Street Food,6,2.36,Low,Rainy,14,49.0
7345,Fine Dining,6,4.38,Medium,Clear,26,63.4
7346,Casual Dining,2,10.37,Medium,Rainy,33,96.2
7347,Fine Dining,6,14.74,Low,Rainy,9,83.3
7348,Street Food,7,12.06,Medium,Clear,12,67.3
7349,Cafe,7,11.77,Low,Rainy,15,70.0
7350,Casual Dining,6,5.47,Medium,Clear,30,76.4
7351,Fast Food,1,10.09,Medium,Snowy,23,94.5
7352,Fast Food,2,2.14,Medium,Clear,23,61.5
7353,Fine Dining,3,14.89,Low,Clear,34,86.8
7354,Cafe,5,7.47,Low,Clear,13,62.7
7355,Fast Food,4,9.76,Medium,Rainy,11,72.2
7356,Fine Dining,3,13.2,Low,Clear,22,72.1
7357,Street Food,2,0.51,High,Clear,13,51.9
7358,Fine Dining,7,14.65,Low,Rainy,10,85.1
7359,Fine Dining,7,5.71,High,Clear,10,56.9
7360,Fine Dining,7,5.42,High,Clear,26,67.1
7361,Casual Dining,1,2.6,Low,Clear,21,44.4
7362,Fine Dining,7,12.94,Low,Clear,19,80.6
7363,Fine Dining,4,13.13,Medium,Snowy,13,92.2
7364,Casual Dining,5,0.79,Low,Rainy,10,41.2
7365,Casual Dining,6,1.31,Medium,Rainy,27,71.5
7366,Street Food,6,13.82,Low,Clear,21,85.6
7367,Cafe,3,2.28,Low,Clear,36,64.4
7368,Fast Food,5,9.5,Low,Clear,36,89.9
7369,Fast Food,2,9.48,Low,Clear,7,53.1
7370,Fine Dining,5,13.11,Medium,Rainy,20,90.7
7371,Street Food,1,8.8,High,Clear,6,61.5
7372,Fine Dining,3,6.79,Low,Clear,7,42.5
7373,Fast Food,3,14.63,Medium,Stormy,18,88.9
7374,Casual Dining,1,3.82,Medium,Clear,18,41.1
7375,Cafe,5,4.31,Low,Stormy,34,85.7
7376,Street Food,7,1.73,Medium,Clear,31,69.1
7377,Casual Dining,1,14.64,Medium,Snowy,21,93.8
7378,Cafe,7,10.74,Low,Rainy,13,58.2
7379,Street Food,4,0.68,Medium,Clear,14,40.6
7380,Street Food,1,10.71,Medium,Clear,33,82.6
7381,Fast Food,7,6.36,Low,Stormy,8,61.4
7382,Casual Dining,5,14.53,Medium,Clear,25,97.8
7383,Street Food,7,4.52,Low,Clear,6,36.2
7384,Street Food,1,10.8,Medium,Stormy,19,83.6
7385,Cafe,2,9.6,Medium,Clear,32,87.2
7386,Fast Food,6,0.67,Low,Clear,29,42.9
7387,Fine Dining,1,13.34,Medium,Clear,30,81.1
7388,Fast Food,6,2.52,Medium,Clear,13,54.7
7389,Fine Dining,1,10.12,Medium,Rainy,34,85.1
7390,Casual Dining,5,11.75,Low,Clear,13,72.3
7391,Casual Dining,4,9.65,Medium,Snowy,5,81.7
7392,Street Food,4,1.91,Medium,Rainy,16,48.7
7393,Casual Dining,6,14.64,Medium,Stormy,17,96.8
7394,Street Food,5,3.93,Medium,Clear,18,62.1
7395,Fast Food,7,9.6,Low,Clear,14,72.9
7396,Casual Dining,5,12.06,Low,Clear,21,81.3
7397,Fast Food,5,14.12,High,Clear,21,113.6
7398,Fast Food,2,9.26,Medium,Rainy,35,103.0
7399,Casual Dining,3,4.26,High,Rainy,30,68.6
7400,Fast Food,1,12.63,Low,Clear,39,94.7
7401,Casual Dining,5,2.87,Medium,Clear,15,46.4
7402,Casual Dining,5,0.82,Medium,Clear,20,51.2
7403,Casual Dining,5,13.67,Medium,Clear,33,112.1
7404,Fine Dining,4,8.84,Medium,Rainy,22,86.6
7405,Fast Food,5,1.51,Low,Clear,15,34.9
7406,Cafe,1,8.91,Medium,Stormy,15,73.5
7407,Casual Dining,7,2.6,Medium,Rainy,13,57.5
7408,Fast Food,7,0.96,Low,Stormy,29,67.3
7409,Street Food,5,2.19,Medium,Clear,36,69.9
7410,Casual Dining,1,11.74,Medium,Snowy,38,98.3
7411,Casual Dining,2,11.46,Low,Rainy,7,60.5
7412,Cafe,7,9.26,Low,Clear,18,69.5
7413,Fine Dining,3,3.54,Medium,Clear,29,63.8
7414,Fine Dining,4,11.22,Low,Stormy,20,76.6
7415,Casual Dining,1,6.42,Low,Clear,13,36.3
7416,Fast Food,7,7.91,Medium,Clear,8,45.9
7417,Street Food,7,13.52,Low,Clear,6,67.1
7418,Street Food,6,7.14,Medium,Clear,29,67.3
7419,Fast Food,2,9.58,Low,Clear,26,79.2
7420,Casual Dining,3,14.45,High,Rainy,9,86.2
7421,Street Food,3,7.05,Low,Clear,25,68.3
7422,Fine Dining,3,8.63,Low,Rainy,14,74.9
7423,Fast Food,1,8.97,Medium,Clear,27,80.1
7424,Cafe,2,3.99,Low,Clear,31,55.8
7425,Casual Dining,5,11.19,Medium,Clear,34,82.1
7426,Fast Food,6,11.04,Medium,Rainy,8,67.1
7427,Street Food,2,3.6,Medium,Clear,10,39.1
7428,Casual Dining,2,0.69,Low,Rainy,30,54.1
7429,Fine Dining,7,14.98,High,Clear,14,95.9
7430,Casual Dining,2,8.93,Medium,Rainy,9,56.1
7431,Casual Dining,1,3.12,Low,Rainy,5,33.4
7432,Fine Dining,6,4.61,Low,Clear,38,82.4
7433,Fine Dining,1,9.46,Medium,Rainy,12,64.4
7434,Casual Dining,6,2.5,High,Clear,25,72.8
7435,Fine Dining,6,1.04,Low,Rainy,35,65.4
7436,Fast Food,7,12.08,High,Rainy,27,93.8
7437,Fine Dining,1,10.88,Medium,Clear,15,59.0
7438,Fine Dining,6,4.99,Low,Rainy,20,57.6
7439,Casual Dining,2,1.35,Medium,Clear,31,63.4
7440,Fast Food,1,7.55,Low,Clear,11,47.5
7441,Cafe,6,4.5,High,Clear,28,77.4
7442,Cafe,3,6.27,Medium,Clear,36,72.2
7443,Street Food,1,4.47,Medium,Clear,39,71.7
7444,Fine Dining,7,3.04,High,Clear,35,87.0
7445,Fine Dining,4,6.11,Low,Clear,33,60.7
7446,Fast Food,1,14.49,High,Rainy,8,93.7
7447,Cafe,1,4.36,Low,Rainy,39,71.5
7448,Street Food,1,5.37,Medium,Rainy,15,59.5
7449,Fast Food,6,5.27,Medium,Clear,38,72.3
7450,Fine Dining,1,7.46,Medium,Clear,19,57.0
7451,Cafe,4,12.73,Medium,Snowy,18,109.3
7452,Street Food,5,6.33,High,Clear,25,78.3
7453,Casual Dining,1,12.19,Low,Clear,11,65.6
7454,Cafe,3,2.17,Low,Clear,21,42.9
7455,Street Food,4,13.48,Low,Clear,22,92.2
7456,Fast Food,5,3.19,Medium,Stormy,18,61.6
7457,Casual Dining,6,1.07,Medium,Rainy,33,70.3
7458,Street Food,1,2.8,Medium,Clear,14,44.1
7459,Street Food,5,3.27,High,Stormy,21,71.8
7460,Fine Dining,3,7.87,High,Clear,36,82.1
7461,Cafe,4,7.02,Low,Rainy,24,61.6
7462,Fine Dining,4,10.88,Medium,Clear,21,62.1
7463,Casual Dining,6,1.24,Low,Clear,11,39.9
7464,Street Food,6,7.72,High,Clear,34,97.1
7465,Fine Dining,6,5.32,High,Rainy,14,65.5
7466,Cafe,5,9.65,High,Clear,36,97.3
7467,Casual Dining,1,1.13,Medium,Rainy,30,47.3
7468,Fast Food,2,1.01,Medium,Clear,21,38.4
7469,Fine Dining,4,6.7,Medium,Clear,5,53.6
7470,Casual Dining,2,12.26,Low,Stormy,30,74.7
7471,Fast Food,7,10.23,Low,Clear,34,81.0
7472,Fine Dining,4,0.74,High,Clear,13,50.1
7473,Casual Dining,6,3.09,Medium,Stormy,37,92.0
7474,Casual Dining,1,3.79,High,Clear,30,55.5
7475,Fine Dining,1,6.63,High,Clear,14,54.1
7476,Casual Dining,4,9.01,High,Clear,36,95.1
7477,Street Food,5,3.64,Medium,Clear,37,74.0
7478,Fine Dining,7,6.05,Low,Clear,31,59.7
7479,Casual Dining,6,8.97,Low,Stormy,33,91.7
7480,Fast Food,1,6.06,Medium,Clear,23,48.4
7481,Fast Food,7,2.58,Low,Clear,22,48.4
7482,Street Food,7,7.63,Low,Clear,39,88.4
7483,Fine Dining,1,5.2,Medium,Clear,32,60.1
7484,Casual Dining,3,13.03,High,Clear,14,78.9
7485,Casual Dining,7,11.75,High,Stormy,7,90.2
7486,Fast Food,1,3.26,Low,Clear,33,54.6
7487,Street Food,3,2.71,High,Clear,20,59.3
7488,Fast Food,1,5.54,Medium,Rainy,5,49.4
7489,Fast Food,1,6.48,Medium,Clear,22,65.2
7490,Street Food,7,14.01,Low,Clear,8,66.6
7491,Fine Dining,5,4.87,Medium,Clear,9,42.2
7492,Casual Dining,5,13.08,Medium,Clear,25,96.0
7493,Fine Dining,6,7.83,Medium,Clear,8,69.1
7494,Cafe,1,13.34,Low,Clear,24,87.5
7495,Cafe,6,10.68,High,Clear,23,87.5
7496,Cafe,6,10.77,High,Clear,39,107.8
7497,Street Food,6,8.02,High,Clear,28,80.6
7498,Fast Food,6,12.68,Low,Clear,24,72.2
7499,Fine Dining,4,4.19,Medium,Rainy,32,70.1
7500,Casual Dining,7,13.66,Low,Rainy,28,96.5
7501,Cafe,7,9.73,Medium,Clear,24,77.1
7502,Fine Dining,4,6.86,High,Clear,28,77.2
7503,Cafe,1,14.74,Low,Rainy,10,76.1
7504,Cafe,4,13.0,High,Clear,29,96.9
7505,Casual Dining,1,11.69,Medium,Rainy,36,82.8
7506,Street Food,5,4.47,Low,Clear,21,61.6
7507,Fast Food,7,14.62,Low,Clear,21,82.6
7508,Street Food,2,11.27,Low,Rainy,9,56.4
7509,Fine Dining,3,9.28,Medium,Stormy,21,73.5
7510,Street Food,7,13.87,Low,Clear,13,86.7
7511,Fine Dining,4,2.85,Medium,Snowy,24,73.7
7512,Fine Dining,4,2.52,Medium,Clear,6,28.5
7513,Fast Food,5,8.67,Medium,Stormy,23,85.9
7514,Casual Dining,4,1.32,Low,Clear,13,42.3
7515,Fast Food,1,10.13,Medium,Clear,23,64.0
7516,Street Food,1,3.99,Low,Rainy,8,42.6
7517,Fine Dining,2,2.23,High,Clear,10,48.7
7518,Cafe,2,6.44,Medium,Clear,15,50.4
7519,Cafe,7,7.26,Low,Clear,25,68.4
7520,Fine Dining,2,2.97,Medium,Clear,29,56.5
7521,Fast Food,1,1.1,Medium,Clear,34,48.9
7522,Casual Dining,6,6.5,Low,Clear,22,77.6
7523,Fast Food,6,11.51,Medium,Clear,29,90.7
7524,Fine Dining,2,13.18,Medium,Rainy,25,89.8
7525,Fine Dining,2,1.91,Low,Clear,27,46.5
7526,Casual Dining,1,8.11,Low,Clear,34,70.3
7527,Street Food,5,4.32,Medium,Rainy,22,59.2
7528,Street Food,7,5.93,Medium,Clear,37,73.6
7529,Casual Dining,4,14.03,High,Clear,39,108.7
7530,Street Food,7,5.61,Low,Clear,26,70.5
7531,Cafe,3,5.8,Low,Rainy,28,55.6
7532,Street Food,6,3.54,Medium,Clear,27,60.8
7533,Street Food,6,14.42,Medium,Snowy,5,87.7
